Price,Close,High,Low,Open,Volume
Ticker,THYAO.IS,THYAO.IS,THYAO.IS,THYAO.IS,THYAO.IS
Date,,,,,
2020-10-05,10.433123588562012,10.540580515530163,10.384279192074898,10.452660788179232,50962540
2020-10-06,10.384278297424316,10.569885870129202,10.35497203470866,10.46242895241893,45683972
2020-10-07,10.394048690795898,10.423354957257546,10.306128959781542,10.33543522624319,31415112
2020-10-08,10.442891120910645,10.511273644704637,10.384278593806446,10.462429251031592,46742221
2020-10-09,10.52104377746582,10.569887244466297,10.442892180680342,10.481967513258374,52733028
2020-10-12,10.550349235534668,10.608961764095618,10.491735775344374,10.540580170231395,53328915
2020-10-13,10.374509811401367,10.54058019543675,10.33543448172418,10.530811130110116,40796229
2020-10-14,10.413585662841797,10.481967260295736,10.31589779956894,10.35497313120396,46868280
2020-10-15,10.267053604125977,10.423354933741349,10.227978271722133,10.36474146932088,33557241
2020-10-16,10.325665473937988,10.452660529003872,10.257283879529187,10.276822010291331,52251870
2020-10-19,10.384278297424316,10.45265988763728,10.3061276424297,10.315896707211351,37210569
2020-10-20,10.325665473937988,10.423354264490007,10.286590144043052,10.394047999976143,40910116
2020-10-21,10.23774528503418,10.384278464224785,10.22797715172492,10.34520313609982,45234810
2020-10-22,10.140057563781738,10.296358878335479,10.140057563781738,10.20843915599167,49356633
2020-10-23,10.130288124084473,10.257283170370286,10.081443732185424,10.159594386572188,36189352
2020-10-26,9.563695907592773,10.061907053745362,9.563695907592773,10.061907053745362,49456544
2020-10-27,9.231555938720703,9.485546066281298,9.153405273568122,9.456239799756435,62709906
2020-10-28,8.948258399963379,9.231554757809231,8.948258399963379,9.231554757809231,19472391
2020-10-30,8.811495780944824,8.899414574877124,8.645425395245999,8.86033924480854,46144275
2020-11-02,9.202248573303223,9.671152508224234,8.821263427457923,8.821263427457923,196991763
2020-11-03,9.290168762207031,9.446470081724522,9.026409586799252,9.241324366950478,63160435
2020-11-04,9.563695907592773,9.690690960433395,9.251093273910836,9.299937668330973,141256942
2020-11-05,9.48554515838623,9.759072460239999,9.446469829549978,9.593002079778593,70179463
2020-11-06,9.48554515838623,9.583233946291525,9.436700764433583,9.514851422106089,38360065
2020-11-09,10.433123588562012,10.433123588562012,9.553927246682088,9.602771643169202,169754770
2020-11-10,11.224398612976074,11.400238057362216,10.56011802726159,10.62849961935428,492199736
2020-11-11,11.527234077453613,11.771455134469031,10.999716631565486,11.322088352295486,314464729
2020-11-12,11.439313888549805,11.869142521721292,11.331856963164274,11.488158284317542,309737637
2020-11-13,11.243936538696289,11.468619440990697,11.165785882973948,11.380699720395736,91792880
2020-11-16,11.527234077453613,11.917987396026522,11.273243954566523,11.331857418167157,330255564
2020-11-17,11.185323715209961,11.517464486674342,11.185323715209961,11.43931382652147,123229374
2020-11-18,11.439313888549805,11.527233614605858,11.204861906819904,11.204861906819904,124920917
2020-11-19,11.44908332824707,11.634690920275894,11.331857333550541,11.439314262448345,132623148
2020-11-20,11.64445972442627,11.83983637786375,11.488158401676285,11.488158401676285,163100970
2020-11-23,11.478388786315918,11.908217403290845,11.458850656093304,11.761685153138542,195893990
2020-11-24,11.556539535522461,11.761685246338867,11.497927007648821,11.644459258962254,165782232
2020-11-25,11.693304061889648,12.074288301269497,11.61515340090766,11.703072195790373,356271129
2020-11-26,11.898449897766113,12.074288420903134,11.742148574253482,12.025444956027467,170802463
2020-11-27,11.693304061889648,11.937525110365701,11.60538433537757,11.927756044835611,104776691
2020-11-30,11.175554275512695,11.497926902383682,11.15601707694346,11.497926902383682,96265267
2020-12-01,12.19151496887207,12.25012843367389,11.23416885293455,11.243937919006424,267644029
2020-12-02,12.00590705871582,12.347816909284042,11.966831727076258,12.093826787812185,345533792
2020-12-03,11.908217430114746,12.103595006263683,11.869142101210825,11.986369019551917,107766796
2020-12-04,11.898449897766113,12.025444956027467,11.88868083213923,11.966831493895544,66546373
2020-12-07,12.00590705871582,12.12313305363451,11.800761334700766,11.83006760052309,93084059
2020-12-08,11.947293281555176,12.230590593035789,11.927756082063384,12.015675808849869,95941440
2020-12-09,12.00590705871582,12.162208385274072,11.99613799289858,12.054751456172623,81001143
2020-12-10,11.927755355834961,12.093825733736056,11.869141897669563,12.064519470468014,61976930
2020-12-11,12.01567554473877,12.132901534000935,11.595615051160667,11.859374225722549,90689563
2020-12-14,12.269665718078613,12.474811433266874,12.142670662806895,12.259896652681707,155744880
2020-12-15,12.357583999633789,12.396659327972682,12.103594831245646,12.240358014617112,98186303
2020-12-16,12.445504188537598,12.738569627896325,12.29897193467291,12.36735352892585,229144220
2020-12-17,12.728800773620605,12.89487116095687,12.474811591485173,12.513886921939037,239467030
2020-12-18,12.699494361877441,12.943715407298162,12.640880901059553,12.689725296469568,172516211
2020-12-21,11.898449897766113,12.103595617783784,11.712841377372834,12.015675890400585,160314717
2020-12-22,12.15243911743164,12.347816704010842,12.044982190116581,12.084057521106546,114871438
2020-12-23,12.15243911743164,12.338047638356008,12.064520321426253,12.142670983406182,70657434
2020-12-24,12.484579086303711,12.640880400118261,12.181745523695348,12.230589917169723,142896439
2020-12-25,12.465042114257812,12.611574365712663,12.40642865469827,12.562729971351267,37913565
2020-12-28,12.33804702758789,12.504117408981633,12.279433568189786,12.484579278639155,42409803
2020-12-29,12.592037200927734,12.797182912495751,12.347816160091016,12.347816160091016,115236351
2020-12-30,12.621343612670898,12.88510185541388,12.592037348283755,12.660418942396872,111738589
2020-12-31,12.719032287597656,12.787413881091405,12.58226816898082,12.61157443310252,56720032
2021-01-04,12.386892318725586,12.670188707799149,12.377123252846987,12.670188707799149,59948726
2021-01-05,12.289202690124512,12.504117466737805,12.230590162085008,12.347816149793351,90905126
2021-01-06,12.386892318725586,12.513887380259169,12.338047920961992,12.43573578485978,63226286
2021-01-07,12.386892318725586,12.465042982495575,12.328278855083393,12.445504850738379,63579108
2021-01-08,12.543192863464355,12.660418851803449,12.435735008764848,12.455273139302701,115414243
2021-01-11,12.406429290771484,12.601805946604623,12.357584893905855,12.494349018803742,68875132
2021-01-12,12.552961349487305,12.689724530424085,12.455272564564492,12.474810694200773,93572479
2021-01-13,12.953484535217285,12.973021734497962,12.670188158427285,12.670188158427285,212821900
2021-01-14,12.93394660949707,13.354007114433266,12.816720617065211,13.13909232916017,204872119
2021-01-15,12.973021507263184,13.080479362127434,12.758107660793367,12.836258319805909,126680673
2021-01-18,12.93394660949707,12.963253806327065,12.728800889833972,12.924177543887073,85758145
2021-01-19,13.178167343139648,13.314931463503406,13.012096958279855,13.012096958279855,136583768
2021-01-20,12.953484535217285,13.20747464727159,12.894871074116537,13.20747464727159,63847022
2021-01-21,12.728800773620605,13.13909220920086,12.699494508687549,13.00232901842702,80826627
2021-01-22,12.631113052368164,12.806951575531839,12.513887059715923,12.719032779764689,60893846
2021-01-25,12.406429290771484,12.777645402669137,12.406429290771484,12.709263806034883,49883614
2021-01-26,12.33804702758789,12.455273014754768,12.171976646194148,12.34781609275913,56279923
2021-01-27,11.673765182495117,12.357583888066719,11.673765182495117,12.30874042680606,60233746
2021-01-28,12.044981956481934,12.05475102194728,11.322087881374758,11.566308928232266,104812968
2021-01-29,11.83006763458252,12.054751490878928,11.742148836862423,11.742148836862423,78671542
2021-02-01,11.732378959655762,11.966830933954443,11.732378959655762,11.93752467007444,57648479
2021-02-02,11.78122329711914,12.035212468904449,11.78122329711914,11.800760495735243,83997753
2021-02-03,11.869142532348633,11.937525059136437,11.78122373784322,11.849605333001662,57400171
2021-02-04,11.917986869812012,12.005906595516349,11.859374340428692,11.89844967056069,56140686
2021-02-05,11.878911972045898,12.18174649031341,11.878911972045898,12.015676098300483,78385058
2021-02-08,11.869142532348633,12.005906654294877,11.742148407519915,11.996137588806711,51144469
2021-02-09,11.888680458068848,12.054750841983052,11.849605128420173,11.898449523388352,64999932
2021-02-10,11.927755355834961,12.015675077268401,11.85937376433309,11.947292554137219,58398059
2021-02-11,11.869142532348633,11.97660038945974,11.859374398489829,11.937525059136437,39509847
2021-02-12,11.722610473632812,11.878911797553883,11.693304208304957,11.820299266898171,37789731
2021-02-15,12.113363265991211,12.142670461696536,11.84960502604866,11.859374091283769,105680942
2021-02-16,11.898449897766113,12.171977213913214,11.820299236009799,12.14267094866194,63693207
2021-02-17,11.917986869812012,12.142670716793024,11.839836209548015,11.917986869812012,66650589
2021-02-18,11.986369132995605,12.338047096459318,11.947292872092522,11.957061937318294,128555316
2021-02-19,12.01567554473877,12.025444610084621,11.839836095030849,11.996137414047068,70869252
2021-02-22,12.347816467285156,12.474811523475207,12.035212893729126,12.044981959196676,151108372
2021-02-23,12.719032287597656,13.031634922574039,12.181745810009994,12.435734985113635,275435657
2021-02-24,12.533424377441406,12.846027027459595,12.465042780657273,12.601805974225538,178335216
2021-02-25,13.080479621887207,13.139092151495904,12.601805661392932,12.826489509237897,209885565
2021-02-26,13.178167343139648,13.295393332753147,12.719032450060785,12.738569649181693,186246942
2021-03-01,13.481001853942871,13.598227843604889,13.266087073747832,13.363775864280855,129626666
2021-03-02,14.467655181884766,14.721644361808078,13.432157536432,13.490770997416984,365900822
2021-03-03,14.575112342834473,14.780258062160229,14.27227783082812,14.536037012088109,270586148
2021-03-04,14.379735946655273,14.819333658332763,14.321122483671227,14.555574472348635,183719811
2021-03-05,14.438347816467285,14.56534287075618,14.174589574197539,14.321121827499692,90268550
2021-03-08,14.311352729797363,14.536036573532218,14.242971135961659,14.457885914397314,88006183
2021-03-09,14.67280101776123,14.760719812512944,14.36996650818522,14.457886234566299,123212060
2021-03-10,14.555574417114258,14.672801342637507,14.496961885982019,14.653263211173838,57055126
2021-03-11,14.409041404724121,14.663031510703519,14.096438770675222,14.633724315039432,64418383
2021-03-12,14.164820671081543,14.45788611267117,14.164820671081543,14.409041717134674,46505356
2021-03-15,14.350427627563477,14.487191742749026,14.106206592208126,14.125744722218627,67259844
2021-03-16,14.399272918701172,14.526267976799138,14.291815991831834,14.409041984315486,64564306
2021-03-17,14.213665008544922,14.57511204343126,14.194126877758409,14.399272592870043,89053995
2021-03-18,13.617765426635742,14.282046985076786,13.588459161301396,14.213665388753517,94125427
2021-03-19,13.471232414245605,13.94013729149381,13.25631764002229,13.5786893355426,109849869
2021-03-22,12.132902145385742,12.767876518793244,12.132902145385742,12.767876518793244,56184034
2021-03-23,11.927755355834961,12.27943330993941,10.941102153394173,11.400237958863631,90371189
2021-03-24,12.709263801574707,12.709263801574707,11.92775624688704,11.966831578039953,66235579
2021-03-25,12.37712287902832,12.943715640062992,12.338047548323493,12.719032721417582,77744751
2021-03-26,12.367353439331055,12.679956075513406,12.064519868436738,12.552961953286333,54706550
2021-03-29,12.19151496887207,12.367354431648112,12.084058036969722,12.367354431648112,39110064
2021-03-30,12.416197776794434,12.562730028920777,12.10359514205592,12.162207670254721,71892151
2021-03-31,12.455273628234863,12.465042693887275,12.250127907681115,12.445504562582453,47024024
2021-04-01,12.699494361877441,12.699494361877441,12.455273316456722,12.455273316456722,41109308
2021-04-02,12.611574172973633,12.797182682384467,12.533423515841488,12.758107353818394,28540861
2021-04-05,12.758108139038086,12.777645338708913,12.54319335288273,12.552962418532832,36705937
2021-04-06,12.465042114257812,12.836258207123345,12.465042114257812,12.72880035320241,45181430
2021-04-07,12.552961349487305,12.758107052521774,12.465041629382632,12.465041629382632,68430416
2021-04-08,12.240358352661133,12.611574447947204,12.230590219028628,12.582268183791008,49945436
2021-04-09,11.663996696472168,12.240358511593968,11.63469043193545,12.201283181668558,57005894
2021-04-12,11.693304061889648,11.81053005336263,11.351394221371427,11.654228731398653,47820220
2021-04-13,11.654229164123535,11.673766364279771,11.283013044861049,11.537003168297918,61607452
2021-04-14,11.654229164123535,11.908218355931004,11.595615700396026,11.751917028163515,37195640
2021-04-15,11.624920845031738,11.790991222671847,11.49792672719336,11.663996173204158,52219794
2021-04-16,11.38070011138916,11.712840875434738,11.38070011138916,11.556539558620191,41492637
2021-04-19,11.331856727600098,11.517464309703893,11.283012332847727,11.410007386552152,38961272
2021-04-20,10.902027130126953,11.370932013679054,10.892258064887894,11.351393883200936,41823258
2021-04-21,10.648037910461426,10.97040963716294,10.472199379661138,10.97040963716294,53478815
2021-04-22,11.00948429107666,11.00948429107666,10.47219784795027,10.608961026165849,55932157
2021-04-26,11.458850860595703,11.54677058490789,11.009485037007803,11.04856036652107,95504271
2021-04-27,11.654229164123535,11.87891208988195,11.302550245017285,11.419776240842902,96853375
2021-04-28,11.732378959655762,11.810529617755321,11.576077643456642,11.654228301556202,56094929
2021-04-29,11.703072547912598,11.790992277070005,11.615153750384584,11.771455077051355,31262763
2021-04-30,11.947293281555176,12.04498207390224,11.673765967264512,11.683535032825091,77606295
2021-05-03,12.621343612670898,12.650649877058042,12.015675536103638,12.044981800490781,99132973
2021-05-04,12.328278541564941,12.787414378259472,12.328278541564941,12.777645312629309,103271085
2021-05-05,12.308740615844727,12.41619753654954,12.16220743492436,12.386891273017193,58791952
2021-05-06,12.631113052368164,12.670188383252246,12.308741339667158,12.338047604922876,90632137
2021-05-07,12.689725875854492,12.748339339348542,12.513887348631135,12.6994949417084,50398132
2021-05-10,13.060941696166992,13.080479827429814,12.836258776420792,12.855795976054239,92208091
2021-05-11,13.041403770446777,13.17816695515467,12.846026195213804,12.855795260301317,76076922
2021-05-12,13.080479621887207,13.119554952169459,12.76787604799984,13.031635226127053,55112831
2021-05-17,13.051172256469727,13.246549836980636,13.041404122747661,13.227011706277805,55336345
